Depthm,T_degC,Salnty,O2ml_L
30,13.08,33.596,4.68
44,9.66,33.69,3.01
50,9.54,33.742,2.94
67,9.2,33.89,2.74
75,9.05,33.93,2.61
89,8.82,33.98,2.38
100,8.7,34.015,2.28
125,8.49,34.074,2.09
136,8.42,34.09,2.03
150,8.3,34.1,1.91
179,8.04,34.11,1.65
200,7.86,34.132,1.47
250,7.45,34.185,1.11
264,7.34,34.2,1.02
300,7.09,34.218,0.85
354,6.74,34.23,0.68
400,6.45,34.23,0.56
441,6.21,34.23,0.5
500,5.95,34.252,0.53
534,5.81,34.27,0.56
600,5.52,34.318,0.52
700,5.11,34.388,0.44
718,5.04,34.4,0.42
800,4.75,34.417,0.44
900,4.41,34.43,0.5
903,4.4,34.43,0.5
1000,4.08,34.468,0.57
1100,3.76,34.509,0.65
1102,3.75,34.51,0.65
0,13.93,33.49,6.11
8,13.92,33.49,6.27
10,13.92,33.493,6.24
20,13.9,33.507,5.99
22,13.9,33.51,5.93
30,13.69,33.512,5.91
41,13.41,33.58,5.88
50,12.38,33.522,5.97
58,11.4,33.48,6.05
75,10.45,33.545,4.73
79,10.32,33.57,4.35
100,9.64,33.665,3.33
120,9.19,33.75,2.77
125,9.08,33.768,2.76
150,8.59,33.854,2.72
200,7.9,33.995,2.62
202,7.88,34,2.62
250,7.58,34.127,1.81
290,7.42,34.2,1.11
300,7.34,34.2,1.03
376,6.72,34.2,0.75
400,6.52,34.203,0.74
464,6.04,34.22,0.7
500,5.85,34.243,0.66
600,5.41,34.31,0.57
643,5.26,34.34,0.54
700,5.01,34.363,0.56
800,4.59,34.393,0.58
832,4.47,34.4,0.59
900,4.27,34.41,0.63
1000,3.97,34.426,0.68
1024,3.9,34.43,0.69
0,14.71,33.22,5.91
9,14.7,33.22,6.03
10,14.7,33.22,6
20,14.69,33.22,5.69
22,14.69,33.22,5.61
30,14.69,33.229,5.61
47,14.7,33.25,5.62
50,14.61,33.276,5.65
67,13.82,33.4,5.76
75,13.26,33.37,5.65
90,12.16,33.3,5.28
100,11.54,33.338,4.9
125,10.29,33.513,3.89
131,10.05,33.57,3.64
150,9.54,33.705,3.08
168,9.2,33.82,2.66
200,8.68,33.958,2.18
244,8.16,34.07,1.77
250,8.1,34.079,1.71
300,7.66,34.13,1.3
325,7.46,34.14,1.13
400,6.74,34.196,0.77
406,6.68,34.2,0.75
489,6.13,34.24,0.59
500,6.06,34.246,0.57
600,5.49,34.301,0.47
659,5.19,34.33,0.45
700,4.99,34.342,0.46
800,4.57,34.369,0.5
842,4.41,34.38,0.51
900,4.24,34.407,0.56
1000,3.94,34.455,0.65
1032,3.84,34.47,0.68
0,14.89,33.53,5.64
7,14.88,33.42,6.03
10,14.88,33.42,5.98
20,14.87,33.42,5.64
30,14.89,33.425,5.82
40,14.9,33.43,6.14
50,14.16,33.433,6.3
60,13.23,33.44,6.45
75,12.1,33.44,5.64
80,11.76,33.44,5.29
100,10.81,33.531,4.5
125,9.88,33.661,3.74
150,9.22,33.799,3.21
179,8.8,33.96,2.89
200,8.4,33.997,2.73
250,7.65,34.047,2.47
274,7.38,34.05,2.39
300,7.09,34.083,2.06
378,6.43,34.18,1.01
400,6.31,34.2,0.97
480,5.94,NA,NA
500,5.84,34.28,0.76
600,5.37,34.341,0.56
699,4.93,34.38,0.36
700,4.93,34.38,0.36
800,4.57,34.427,0.48
900,4.25,34.465,0.65
916,4.2,34.47,0.68
1000,3.95,34.489,0.75
1100,3.66,34.513,0.84
1129,3.57,34.52,0.87
0,14.85,33.15,4.68
9,14.84,33.13,4.95
10,14.84,33.13,4.93
20,14.83,33.124,4.66
27,14.83,33.12,4.36
30,14.82,33.121,4.32
50,14.79,33.129,4.05
54,14.78,33.13,4
75,14.04,33.181,5.01
81,13.73,33.19,5.29
100,12.39,33.119,5.02
107,11.88,33.1,4.81
125,11.01,33.202,4.45
150,10.1,33.415,3.98
159,9.86,33.51,3.81
200,8.76,33.81,3.19
208,8.59,33.86,3.08
250,7.85,33.983,2.55
300,7.23,34.04,1.99
306,7.18,34.04,1.93
400,6.56,34.168,1.06
411,6.52,34.18,0.98
500,6.11,34.277,0.52
503,6.1,34.28,0.51
600,5.6,NA,NA
700,5.13,34.368,0.46
800,4.71,34.389,0.44
806,4.69,34.39,0.44
900,4.36,34.441,0.49
1000,4.05,34.485,0.56
1012,4.02,34.49,0.57
1100,3.77,34.489,0.66
1200,3.48,34.49,0.75
1219,3.43,34.49,0.77
0,16.48,33.53,5.81
8,16.47,33.53,5.61
10,16.47,33.53,5.57
20,16.47,33.53,5.4
25,16.47,33.53,5.34
30,16.46,33.53,5.35
49,16.42,33.53,5.37
50,16.33,33.521,5.4
73,14,33.37,5.9
75,13.88,33.377,5.89
97,12.82,33.49,5.55
100,12.65,33.493,5.49
125,11.33,33.524,4.94
144,10.42,33.55,4.45
150,10.22,33.582,4.29
190,9.21,33.82,3.25
200,9.01,33.861,3.06
250,8.2,34.017,2.28
280,7.86,34.07,1.96
300,7.68,34.099,1.77
366,7.19,34.16,1.28
400,6.88,34.187,1.05
459,6.39,34.23,0.71
500,6.2,34.258,0.68
550,6,NA,NA
600,5.71,34.318,0.6
700,5.12,34.365,0.53
740,4.88,34.38,0.5
800,4.62,34.399,0.52
900,4.25,34.424,0.6
935,4.14,34.43,0.63
1000,3.97,34.436,0.69
1100,3.71,34.446,0.79
1136,3.62,34.45,0.83
0,15.6,33.55,4.81
9,15.59,33.48,5.38
10,15.59,33.481,5.36
20,15.58,33.486,5.04
27,15.57,33.49,4.68
30,15.43,33.484,4.75
50,14.07,33.444,5.29
53,13.8,33.44,5.38
75,11.88,33.465,4.69
80,11.45,33.48,4.48
100,10.21,33.553,4.08
106,9.92,33.58,3.97
125,9.35,33.694,3.4
150,8.92,33.83,2.75
158,8.85,33.87,2.56
200,8.26,33.943,2.58
210,8.14,33.95,2.59
250,7.73,34.028,2.12
300,7.3,34.117,1.45
314,7.19,34.14,1.25
400,6.49,34.213,0.98
412,6.4,34.22,0.96
500,5.83,34.28,0.49
516,5.73,34.29,0.41
600,5.23,34.335,0.41
615,5.15,NA,NA
700,4.79,34.38,0.42
800,4.46,34.414,0.42
822,4.4,34.42,0.42
900,4.17,34.441,0.51
1000,3.89,34.464,0.64
1029,3.82,34.47,0.68
1100,3.65,34.483,0.72
1200,3.42,34.503,0.78
1235,3.34,34.51,0.8
0,13.67,33.26,5.59
10,13.64,33.22,5.82
20,13.65,33.27,5.92
25,13.66,33.31,5.94
30,13.64,33.331,5.93
50,13.28,33.385,5.78
54,13.16,33.39,5.72
75,12.06,33.396,5.43
79,11.82,33.4,5.34
100,10.74,33.484,4.27
108,10.36,33.53,3.85
125,9.66,33.661,3.81
150,8.85,33.846,3.74
162,8.55,33.93,3.71
200,8.02,34.01,3.48
215,7.9,34.02,3.35
250,7.66,34.094,2.73
300,7.4,34.187,1.8
320,7.32,34.22,1.41
400,6.75,34.262,0.75
431,6.53,34.27,0.63
500,6.11,34.329,0.59
536,5.9,34.36,0.57
600,5.48,34.381,0.56
641,5.23,NA,NA
700,4.98,34.405,0.54
800,4.62,34.418,0.52
850,4.48,34.42,0.51
900,4.3,34.445,0.54
1000,3.98,34.488,0.62
1059,3.8,34.51,0.68
1100,3.71,34.506,0.73
1200,3.48,34.496,0.85
1261,3.34,34.49,0.92
0,14.9,33.55,5.08
10,14.74,33.55,5.4
20,14.54,33.522,5.61
24,14.39,33.49,5.66
30,13.74,33.469,5.55
48,11.67,33.43,3.91
50,11.58,33.413,5.17
71,11.02,33.31,4.78
75,10.89,33.354,4.56
94,10.27,33.63,3.52
100,10.04,33.678,3.39
125,9.2,33.836,3.01
145,8.65,33.91,2.89
150,8.59,33.938,2.75
191,8.36,34.13,1.58
200,8.28,34.145,1.53
250,7.81,34.156,1.28
282,7.48,34.17,1.11
300,7.32,34.181,0.98
377,6.7,34.23,0.54
400,6.54,34.241,0.54
469,6.12,34.27,0.53
500,5.95,34.284,0.51
565,5.62,NA,NA
600,5.45,34.329,0.47
700,4.98,34.375,0.45
756,4.74,34.4,0.44
800,4.56,34.424,0.47
900,4.18,34.471,0.54
947,4.02,34.49,0.59
1000,3.89,34.495,0.64
1100,3.65,34.505,0.74
1147,3.54,34.51,0.78
0,15.77,33.53,5.75
10,15.46,33.52,5.53
20,15.44,33.544,5.57
24,15.43,33.56,5.59
30,15.01,33.534,5.62
50,13.11,33.45,5.72
53,12.76,33.44,5.73
75,10.99,33.505,4.7
76,10.92,33.51,4.65
100,9.93,33.568,3.94
104,9.82,33.58,3.85
125,9.33,33.742,3.34
150,8.93,33.934,2.85
156,8.87,33.98,2.75
200,8.33,34.05,2.32
207,8.26,34.05,2.27
250,7.8,34.12,1.83
300,7.33,34.19,1.35
308,7.26,34.2,1.28
400,6.67,34.228,0.73
414,6.6,34.23,0.68
500,6.11,34.298,0.5
516,6.02,34.31,0.49
600,5.49,34.327,0.5
619,5.38,34.33,0.5
700,4.99,34.376,0.49
800,4.6,34.436,0.48
824,4.52,34.45,0.48
900,4.26,34.472,0.56
1000,3.96,34.488,0.68
1033,3.87,34.49,0.73
1100,3.71,34.49,0.79
1200,3.46,34.49,0.87
1234,3.38,34.49,0.9
0,15.62,33.46,5.02
10,15.46,33.53,4.59
20,15.39,33.533,5.03
25,15.35,33.54,5.35
30,14.89,33.515,5.33
50,12.79,33.446,5.24
55,12.2,33.44,5.22
75,11.3,33.506,4.08
80,11.15,33.53,3.78
100,10.26,33.631,3.34
109,9.89,33.68,3.26
125,9.43,33.764,3.18
150,8.88,33.879,3.11
163,8.67,33.93,3.1
200,8.07,34.02,2.73
218,7.84,34.05,2.5
250,7.61,34.105,2
300,7.37,34.174,1.28
326,7.3,34.2,0.93
400,6.83,34.25,0.71
440,6.56,34.27,0.59
500,6.14,34.312,0.47
548,5.83,34.34,0.41
600,5.56,34.352,0.4
657,5.3,34.36,0.39
700,5.13,34.372,0.43
800,4.78,34.405,0.52
870,4.57,34.43,0.6
900,4.47,34.44,0.6
1000,4.16,34.473,0.6
1084,3.92,34.5,0.6
1100,3.88,34.505,0.61
1200,3.63,34.534,0.7
1289,3.41,34.56,0.77
0,16.65,33.66,5.58
10,16.46,33.58,5.94
20,14.04,33.573,5.75
25,12.64,33.57,5.66
30,12,33.57,5.48
50,10.8,33.57,4.59
74,10.17,33.64,3.37
75,10.13,33.646,3.35
99,9.32,33.8,2.99
100,9.3,33.806,2.98
125,8.92,33.943,2.69
150,8.72,34.041,2.47
153,8.71,34.05,2.45
200,8.17,34.09,2.2
203,8.14,34.09,2.18
250,7.84,34.153,1.68
300,7.62,34.225,1.13
303,7.61,34.23,1.1
400,7.05,34.335,0.58
406,7.01,34.34,0.56
500,6.37,34.36,0.56
502,6.36,34.36,0.56
600,5.73,34.376,0.52
605,5.7,NA,NA
700,5.23,34.396,0.48
800,4.81,34.419,0.44
806,4.79,34.42,0.44
900,4.44,34.451,0.6
1000,4.11,34.488,0.77
1004,4.1,34.49,0.78
1100,3.84,34.532,0.8
1200,3.57,34.576,0.83
1208,3.55,34.58,0.83
0,14.28,33.69,5.04
10,12.51,33.62,4.48
20,11.51,33.62,4.15
24,11.26,33.62,4.05
30,11.13,33.635,3.92
48,10.72,33.66,3.37
50,10.72,33.7,3.25
72,10.66,34.14,1.82
75,10.69,34.182,1.68
96,10.96,34.4,0.9
100,10.96,34.405,0.86
125,10.93,34.439,0.58
148,10.9,34.47,0.32
150,10.9,34.472,0.33
197,10.69,34.51,0.69
200,10.66,34.51,0.67
246,10.16,34.51,0.43
250,10.15,34.511,NA
290,10.02,34.52,NA
300,9.92,34.52,NA
352,9.38,34.52,NA
0,13.95,33.75,5.75
10,13.75,33.77,5.7
20,12.6,33.72,4.26
25,11.98,33.71,3.4
30,11.9,33.793,2.95
49,11.61,34.05,1.82
50,11.6,34.066,1.75
73,11.38,34.36,0.56
75,11.38,34.371,0.55
98,11.36,34.43,0.44
100,11.35,34.435,0.44
125,11.23,34.502,0.4
147,11.12,34.56,0.36
0,17.16,NA,5.21
10,17.17,NA,5.67
20,16.59,NA,5.66
24,16.23,NA,5.65
30,15.4,NA,5.47
50,12.66,NA,4.55
53,12.26,NA,4.37
75,11.27,NA,3.1
78,11.24,NA,2.92
100,11.47,NA,1.63
107,11.62,NA,1.28
125,11.51,NA,1.1
150,11.21,NA,0.85
161,11.02,NA,0.74
200,10.69,NA,0.38
214,10.58,NA,0.27
250,10.26,NA,0.28
300,9.75,NA,0.29
321,9.51,NA,0.29
400,8.31,NA,0.22
433,7.83,NA,0.19
500,7.24,NA,0.21
541,6.96,NA,0.22
600,6.53,NA,0.25
649,6.2,NA,0.27
700,5.89,NA,0.27
800,5.35,NA,0.3
861,5.06,NA,0.33
900,4.88,NA,0.41
1000,4.46,NA,0.57
1075,4.18,NA,0.68
1100,4.1,NA,0.65
1200,3.78,NA,0.55
1270,3.56,NA,0.48
0,15.51,NA,5.74
8,15.48,NA,5.77
10,15.47,NA,5.76
20,15.32,NA,5.66
30,14.76,NA,5.54
41,13.88,NA,5.33
50,13.01,NA,5.08
61,11.97,NA,4.63
75,11.04,NA,3.69
81,10.73,NA,3.28
100,10.44,NA,2.63
125,10.06,NA,2.12
150,10.27,NA,1.38
166,10.44,NA,0.96
200,10.23,NA,0.75
246,9.65,NA,0.47
250,9.61,NA,0.46
300,9.14,NA,0.35
332,8.84,NA,0.32
400,8.22,NA,0.26
413,8.1,NA,0.26
500,7.36,NA,0.28
600,6.41,NA,0.32
677,5.74,NA,0.36
700,5.61,NA,0.38
800,5.12,NA,0.45
860,4.9,NA,0.49
900,4.75,NA,0.51
1000,4.37,NA,0.55
1059,4.14,NA,0.57
0,17.67,NA,5.2
10,17.66,NA,5.35
20,17.66,NA,5.24
24,17.66,NA,5.19
30,17.65,NA,5.27
48,17.63,NA,5.55
50,17.51,NA,5.54
72,15.7,NA,5.37
75,15.45,NA,5.36
96,13.74,NA,5.26
100,13.39,NA,5.23
125,11.58,NA,4.85
148,10.48,NA,4.16
150,10.48,NA,4.04
195,11.12,NA,1.31
200,11.08,NA,1.28
250,10.39,NA,1.02
287,9.56,NA,0.82
300,9.37,NA,0.79
383,8.26,NA,0.64
400,8.05,NA,0.6
474,7.26,NA,0.56
500,7.04,NA,0.36
570,6.5,NA,0.23
600,6.27,NA,0.24
700,5.56,NA,0.26
763,5.16,NA,0.27
800,4.97,NA,0.32
900,4.52,NA,0.45
955,4.32,NA,0.53
1000,4.17,NA,0.57
1100,3.85,NA,0.65
1157,3.66,NA,0.7
0,15.51,NA,5.64
7,15.32,NA,5.61
10,15.16,NA,5.6
18,14.62,NA,5.58
20,14.44,NA,5.52
30,13.59,NA,5.17
34,13.29,NA,5.02
50,13.01,NA,4.83
51,12.99,NA,4.82
67,12.83,NA,4.62
75,12.24,NA,4.45
98,10.42,NA,3.68
100,10.36,NA,3.57
123,9.98,NA,2.34
125,9.95,NA,2.29
150,9.66,NA,1.91
166,9.52,NA,1.84
200,9.28,NA,1.19
212,9.22,NA,0.97
250,9.05,NA,0.56
254,9.03,NA,0.53
299,8.42,NA,0.51
300,8.4,NA,0.51
387,7.21,NA,0.39
400,7.11,NA,0.37
478,6.66,NA,0.24
500,6.51,NA,0.24
600,5.86,NA,0.25
616,5.75,NA,0.25
0,11.78,NA,4.43
10,11.76,NA,4.4
20,11.08,NA,3.85
24,10.78,NA,3.57
30,10.77,NA,3.24
48,10.76,NA,2.23
50,10.77,NA,2.08
72,10.86,NA,0.69
75,10.85,NA,0.66
96,10.76,NA,0.46
100,10.75,NA,0.45
125,10.71,NA,0.36
149,10.66,NA,0.27
150,10.65,NA,0.27
198,10.34,NA,0.4
200,10.34,NA,0.4
247,10.2,NA,0.42
250,10.17,NA,0.41
297,9.67,NA,0.23
300,9.63,NA,NA
351,9,NA,NA
400,8.67,NA,NA
401,8.66,NA,NA
0,16.84,NA,4.97
10,16.84,NA,4.94
20,16.83,NA,5.05
25,16.82,NA,5.12
30,16.73,NA,5.16
50,16.13,NA,5.25
75,14.96,NA,5.28
100,13.38,NA,5.31
125,11.51,NA,4.61
150,9.92,NA,3.72
155,9.64,NA,3.52
200,8.97,NA,2.55
204,8.97,NA,2.48
250,8.54,NA,1.78
300,8.17,NA,1.23
307,8.12,NA,1.17
400,7.35,NA,0.81
406,7.3,NA,NA
500,6.43,NA,0.42
506,6.38,NA,0.4
600,5.68,NA,0.34
610,5.62,NA,0.33
700,5.14,NA,0.37
800,4.71,NA,0.4
814,4.66,NA,0.41
900,4.32,NA,0.53
1000,3.98,NA,0.68
1014,3.94,NA,0.7
1100,3.75,NA,0.79
1200,3.52,NA,0.9
1219,3.48,NA,0.92
0,15.79,NA,NA
10,15.52,NA,5.65
20,15.25,NA,5.88
25,15.02,NA,6
30,14.5,NA,5.85
49,12.26,NA,4.92
50,12.17,NA,4.89
73,10.57,NA,4.13
75,10.48,NA,4.04
97,9.85,NA,3.08
100,9.86,NA,2.96
125,9.95,NA,2.1
150,10.03,NA,1.53
197,9.2,NA,1.39
200,9.17,NA,1.38
250,8.78,NA,1.16
292,8.57,NA,0.96
300,8.49,NA,0.92
391,7.59,NA,0.5
400,7.52,NA,0.47
486,6.92,NA,0.26
500,6.81,NA,0.26
587,6.18,NA,0.26
600,6.1,NA,0.26
700,5.51,NA,0.28
785,5.08,NA,0.33
800,5.01,NA,0.34
900,4.58,NA,0.45
981,4.28,NA,0.55
1000,4.23,NA,0.57
1100,3.94,NA,0.68
1183,3.7,NA,0.77
0,14.42,NA,5.5
10,14.32,NA,5.88
20,14.05,NA,5.59
25,13.78,NA,NA
30,13.05,NA,5.12
50,10.17,NA,3.62
75,10.07,NA,2.31
100,10.1,NA,1.71
125,9.71,NA,1.26
150,9.38,NA,0.9
155,9.32,NA,NA
200,10.05,NA,0.45
205,10.14,NA,0.42
250,9.89,NA,0.33
300,9.19,NA,0.24
304,9.12,NA,0.23
400,8.2,NA,0.23
408,8.12,NA,0.32
500,7.05,NA,0.23
508,6.96,NA,0.23
600,6.36,NA,0.25
613,6.29,NA,0.26
700,5.74,NA,0.31
800,5.16,NA,0.39
817,5.06,NA,0.4
900,4.64,NA,0.47
1000,4.2,NA,0.58
1017,4.13,NA,0.6
1100,3.87,NA,0.72
1200,3.55,NA,0.87
1222,3.48,NA,0.9
0,15.38,NA,4.72
10,14.72,NA,4.72
20,14.14,NA,NA
30,13.84,NA,4.39
40,13.01,NA,3.94
50,11.54,NA,NA
60,10.46,NA,NA
0,15.96,NA,5.7
10,12.8,NA,4.04
20,11.1,NA,3.16
25,10.62,NA,2.94
30,10.47,NA,2.96
49,9.91,NA,3.03
50,9.89,NA,2.99
74,9.6,NA,1.92
75,9.6,NA,1.9
98,9.76,NA,1.6
100,9.77,NA,1.57
125,9.89,NA,1.21
148,10,NA,0.88
0,16.3,NA,5.41
10,16.2,NA,5.28
20,16.04,NA,5.41
24,15.96,NA,5.49
30,15.86,NA,5.5
47,15.24,NA,5.51
50,14.96,NA,5.49
71,12.93,NA,5.25
75,12.71,NA,5.21
95,11.86,NA,4.93
100,11.56,NA,4.77
125,10.2,NA,3.93
147,9.14,NA,3.14
150,9.07,NA,3.07
193,8.48,NA,2.37
200,8.4,NA,2.3
250,7.94,NA,1.85
287,7.71,NA,1.62
300,7.66,NA,1.51
384,7.45,NA,0.85
400,7.41,NA,0.74
476,7.14,NA,0.38
500,6.95,NA,0.37
574,6.3,NA,0.35
600,6.11,NA,0.36
700,5.48,NA,0.41
767,5.14,NA,0.46
800,4.99,NA,0.47
900,4.58,NA,0.5
959,4.37,NA,0.53
1000,4.24,NA,0.58
1100,3.92,NA,0.7
1161,3.73,NA,0.78
0,15.61,NA,5.24
10,15.5,NA,5.25
20,15.35,NA,5.33
24,15.23,NA,5.37
30,14.73,NA,5.4
48,12.93,NA,5.5
50,12.79,NA,5.45
72,11.44,NA,4.66
75,11.25,NA,4.55
96,10.05,NA,3.82
100,9.91,NA,3.73
125,9.25,NA,3.25
148,8.95,NA,2.99
150,8.92,NA,2.97
196,8.28,NA,2.54
200,8.23,NA,2.48
250,7.68,NA,1.78
289,7.36,NA,1.24
300,7.31,NA,1.13
387,7,NA,0.6
400,6.93,NA,0.59
481,6.48,NA,0.55
500,6.37,NA,0.51
580,5.94,NA,0.35
600,5.83,NA,0.36
700,5.33,NA,0.38
774,4.98,NA,0.52
800,4.87,NA,0.41
900,4.46,NA,0.44
966,4.23,NA,0.46
1000,4.14,NA,0.5
1100,3.89,NA,0.61
1165,3.72,NA,0.69
0,15.43,NA,5.51
10,16.1,NA,5.85
20,14.78,NA,6.01
24,14.02,NA,6.08
30,13.19,NA,5.78
47,11.29,NA,4.56
50,11.1,NA,4.38
71,10.23,NA,3.44
75,10.08,NA,3.42
94,9.5,NA,3.34
100,9.4,NA,3.24
125,9.1,NA,2.79
146,8.99,NA,2.39
150,8.95,NA,2.37
193,8.55,NA,2.23
200,8.49,NA,2.16
250,8.11,NA,1.63
287,7.84,NA,1.2
300,7.73,NA,1.11
386,7.06,NA,0.73
400,7,NA,0.71
480,6.71,NA,0.61
500,6.59,NA,0.55
579,6.08,NA,0.32
600,5.94,NA,0.33
700,5.34,NA,0.38
777,4.94,NA,0.41
800,4.86,NA,0.43
900,4.52,NA,0.52
971,4.32,NA,0.59
1000,4.21,NA,0.63
1100,3.83,NA,0.75
1172,3.56,NA,0.84
0,16.88,NA,5.25
10,15.08,NA,5.97
20,12.94,NA,5.28
25,11.98,NA,4.77
30,11.52,NA,4.62
50,10.69,NA,4.27
75,9.56,NA,3.07
100,9.04,NA,2.78
125,8.97,NA,2.34
150,8.89,NA,1.89
154,8.88,NA,1.82
200,8.74,NA,1.27
204,8.72,NA,1.24
250,8.32,NA,1.18
254,8.28,NA,1.17
300,8.08,NA,0.92
304,8.06,NA,0.9
358,7.68,NA,0.71
0,12.76,33.43,5.83
10,12.7,33.48,5.18
20,11.63,33.42,5.17
25,10.97,33.39,5.17
30,10.54,33.405,5.01
50,9.32,33.54,4.2
74,8.55,33.69,3.49
75,8.53,33.694,3.5
98,8.12,33.78,3.82
100,8.12,33.788,3.79
125,8.11,33.874,3.27
150,8.11,33.928,2.55
151,8.11,33.93,2.52
199,7.81,34.04,2.14
200,7.8,34.042,2.12
246,7.39,34.09,1.31
250,7.37,34.09,1.28
293,7.15,34.09,0.99
300,7.1,34.094,NA
346,6.72,34.13,1.09
394,6.42,34.16,1.36
0,14.07,33.35,6.02
8,14.12,33.33,5.86
10,14.12,33.327,5.82
20,14.09,33.312,5.56
21,14.09,33.31,5.53
30,12.61,33.323,5.17
46,9.7,33.44,4.52
50,9.6,33.449,4.43
68,9.15,33.49,4.04
75,9.09,33.544,3.78
92,8.99,33.69,3.16
100,8.87,33.741,3
125,8.47,33.869,2.66
133,8.33,33.9,2.6
150,8.11,33.961,2.39
172,7.87,34.02,2.14
200,7.65,34.058,1.79
250,7.31,34.09,1.27
251,7.3,34.09,1.26
300,6.84,34.144,1.02
334,6.52,34.18,0.93
400,6.08,34.225,0.76
414,5.99,34.23,0.73
494,5.37,34.23,0.45
500,5.34,34.232,0.45
600,4.91,34.287,0.46
657,4.75,34.33,0.47
700,4.59,34.366,0.45
800,4.26,34.433,0.42
833,4.16,34.45,0.41
900,4.01,34.432,0.46
1000,3.78,34.405,0.54
1019,3.74,34.4,0.56
0,14.43,33.35,6.03
9,14.43,33.37,5.73
10,14.43,33.37,5.69
20,14.38,33.37,5.25
22,14.37,33.37,5.16
30,12.86,33.348,4.8
44,9.94,33.31,4.21
50,9.76,33.431,4.01
66,9.29,33.62,3.43
75,9.05,33.695,2.89
87,8.77,33.77,2.2
100,8.59,33.837,2.19
125,8.34,33.93,2.18
133,8.29,33.95,2.17
150,8.11,33.986,2.09
174,7.86,34.02,1.94
200,7.53,34.032,1.73
250,6.96,34.049,1.31
256,6.9,34.05,1.26
300,6.68,34.123,0.95
342,6.47,34.18,0.73
400,5.75,34.143,0.66
423,5.48,34.13,0.65
500,5.28,34.234,0.36
509,5.28,34.25,0.33
600,4.95,34.398,0.28
679,4.65,34.49,0.24
700,4.59,34.478,0.26
800,4.3,34.426,0.36
852,4.16,34.4,0.42
900,4.02,34.427,0.45
1000,3.72,34.484,0.5
1045,3.58,34.51,0.53
0,13.47,33.49,6.11
10,12.56,33.51,6.45
20,11.02,33.519,5.75
24,10.41,33.53,5.36
30,10.27,33.607,5.03
50,9.81,33.664,4.19
53,9.74,33.68,4.1
75,9.27,33.763,3.3
77,9.23,33.77,3.23
100,8.81,33.869,2.58
105,8.73,33.89,2.47
125,8.5,33.954,2.17
150,8.27,34.009,1.94
157,8.22,34.02,1.91
200,7.79,34.04,1.69
209,7.7,34.04,1.65
250,7.42,34.077,1.41
300,7.11,34.127,1.12
313,7.04,34.14,1.05
400,6.36,34.184,0.67
422,6.2,34.2,0.59
500,5.79,34.339,0.42
527,5.68,34.38,0.39
600,5.41,34.345,0.39
633,5.3,34.33,0.39
700,4.99,34.34,0.39
800,4.54,34.377,0.39
844,4.35,34.4,0.39
900,4.18,34.417,0.47
1000,3.92,34.441,0.62
1056,3.8,34.45,0.7
1100,3.72,34.45,NA
1200,3.52,34.45,NA
1260,3.41,34.45,NA
0,14.82,33.24,6.17
10,14.85,33.22,6.34
20,13.51,33.327,6.11
25,12.66,33.4,5.91
30,12.03,33.423,5.74
49,10.23,33.48,4.84
50,10.18,33.485,4.76
73,9.58,33.62,3.06
75,9.55,33.635,3.04
98,9.22,33.8,2.86
100,9.18,33.807,2.86
125,8.74,33.868,2.79
150,8.3,33.89,2.7
152,8.27,33.89,2.69
200,7.75,34,2.03
250,7.18,34.048,1.66
294,6.72,34.07,1.47
300,6.66,34.075,1.44
392,6.02,34.16,1.07
400,6.02,34.171,1.03
487,6.04,34.27,0.59
500,5.98,34.275,0.55
586,5.45,34.29,0.39
600,5.38,34.297,0.39
700,4.95,34.351,0.37
786,4.65,34.4,0.36
800,4.61,34.404,0.36
900,4.31,34.431,0.41
984,4.08,34.45,0.47
1000,4.03,34.455,0.49
1100,3.74,34.489,0.6
1189,3.48,34.52,0.7
0,14.7,33.37,5.68
10,14.71,33.33,5.86
20,12.85,33.135,5.96
25,11.73,33.06,6.01
30,11.08,33.066,5.91
49,9.6,33.26,5.14
50,9.58,33.281,5.08
73,9.13,33.6,3.64
75,9.11,33.6,3.56
97,8.94,33.6,2.95
100,8.91,33.617,2.89
125,8.62,33.772,2.46
147,8.34,33.93,2.23
150,8.31,33.94,2.2
193,7.87,34.02,1.9
200,7.8,34.026,1.85
250,7.32,34.059,1.53
285,7,34.07,1.33
300,6.88,34.084,1.26
381,6.25,34.16,0.88
400,6.1,34.173,0.77
473,5.6,34.22,0.44
500,5.46,34.241,0.42
569,5.15,34.29,0.36
600,5.01,34.306,0.36
700,4.61,34.345,0.34
758,4.4,34.36,0.33
800,4.27,34.37,0.34
900,3.99,34.391,0.4
946,3.88,34.4,0.44
1000,3.77,34.413,0.51
1100,3.56,34.439,0.63
1145,3.47,34.45,0.68
0,14.81,33.26,5.28
10,14.84,33.26,5.41
20,14.46,33.288,5.36
24,14.18,33.3,5.34
30,13.35,33.299,5.31
50,10.51,33.342,5.2
52,10.22,33.35,5.19
75,9.29,33.398,4.39
76,9.28,33.4,4.35
100,8.63,33.567,3.5
104,8.55,33.6,3.38
125,8.47,33.761,3.19
150,8.38,33.894,3.04
154,8.36,33.91,3.03
200,8,34.016,1.77
204,7.96,34.02,1.65
250,7.63,34.089,1.44
300,7.32,34.139,1.21
302,7.31,34.14,1.2
400,6.82,34.18,0.77
406,6.78,34.18,0.75
500,5.46,34.161,0.66
506,5.38,34.16,0.66
600,5.4,34.301,0.35
607,5.4,34.31,0.33
700,5.02,34.36,0.35
800,4.51,34.38,0.38
